FunctionName,FileCount,FileList,ChosenPrimaryFile,Status,Notes
process_query,3,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\tools_api.py;C:\Bldr\backend\api\tools_api.py;C:\Bldr\core\agents\coordinator_agent.py,C:\Bldr\core\agents\coordinator_agent.py,Pending,Suggested automatically based on recency and completeness
setUp,3,C:\Bldr\ARCHIVE\tests\full_project_integration_test.py;C:\Bldr\ARCHIVE\tests\test_letter_generation.py;C:\Bldr\ARCHIVE\tests\test_norms_cleaning.py,C:\Bldr\ARCHIVE\tests\full_project_integration_test.py,Pending,Suggested automatically based on recency and completeness
disconnect,3,C:\Bldr\backend\core\websocket_manager.py;C:\Bldr\core\bldr_api.py;C:\Bldr\core\websocket_manager.py,C:\Bldr\core\bldr_api.py,Pending,Suggested automatically based on recency and completeness
process_request,3,C:\Bldr\core\coordinator.py;C:\Bldr\core\smart_request_processor.py;C:\Bldr\core\super_smart_coordinator.py,C:\Bldr\core\coordinator.py,Pending,Suggested automatically based on recency and completeness
execute_task,3,C:\Bldr\core\agents\roles_agents.py;C:\Bldr\core\agents\roles_agents.py;C:\Bldr\core\agents\specialist_agents.py,C:\Bldr\core\agents\roles_agents.py,Pending,Suggested automatically based on recency and completeness
_stage3_local_scan_and_copy,3,C:\Bldr\scripts\bldr_rag_trainer.py;C:\Bldr\scripts\fast_bldr_rag_trainer.py;C:\Bldr\scripts\optimized_bldr_rag_trainer.py,C:\Bldr\scripts\bldr_rag_trainer.py,Pending,Suggested automatically based on recency and completeness
extract_functions_from_file,2,C:\Bldr\analyze_duplicates.py;C:\Bldr\find_duplicates.py,C:\Bldr\analyze_duplicates.py,Pending,Suggested automatically based on recency and completeness
scan_directory,2,C:\Bldr\analyze_duplicates.py;C:\Bldr\find_duplicates.py,C:\Bldr\analyze_duplicates.py,Pending,Suggested automatically based on recency and completeness
cleanup_completed_tasks,2,C:\Bldr\async_ai_improvements.py;C:\Bldr\core\meta_tools\celery_integration.py,C:\Bldr\core\meta_tools\celery_integration.py,Pending,Suggested automatically based on recency and completeness
discover_files,2,C:\Bldr\background_rag_training.py;C:\Bldr\interactive_rag_training.py,C:\Bldr\background_rag_training.py,Pending,Suggested automatically based on recency and completeness
_signal_handler,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enterprise_rag_trainer_safe.py;C:\Bldr\background_rag_training.py,C:\Bldr\background_rag_training.py,Pending,Suggested automatically based on recency and completeness
log_message,2,C:\Bldr\bldr_gui.py;C:\Bldr\bldr_gui_manager.py,C:\Bldr\bldr_gui.py,Pending,Suggested automatically based on recency and completeness
create_widgets,2,C:\Bldr\bldr_gui.py;C:\Bldr\bldr_gui_manager.py,C:\Bldr\bldr_gui.py,Pending,Suggested automatically based on recency and completeness
clear_logs,2,C:\Bldr\bldr_gui.py;C:\Bldr\bldr_system_launcher.py,C:\Bldr\bldr_gui.py,Pending,Suggested automatically based on recency and completeness
start_all_services,2,C:\Bldr\bldr_gui.py;C:\Bldr\bldr_gui_manager.py,C:\Bldr\bldr_gui.py,Pending,Suggested automatically based on recency and completeness
stop_all_services,2,C:\Bldr\bldr_gui.py;C:\Bldr\bldr_gui_manager.py,C:\Bldr\bldr_gui.py,Pending,Suggested automatically based on recency and completeness
setup_ui,2,C:\Bldr\bldr_system_launcher.py;C:\Bldr\system_launcher\gui_launcher.py,C:\Bldr\system_launcher\gui_launcher.py,Pending,Suggested automatically based on recency and completeness
start_component,2,C:\Bldr\bldr_system_launcher.py;C:\Bldr\system_launcher\component_manager.py,C:\Bldr\system_launcher\component_manager.py,Pending,Suggested automatically based on recency and completeness
stop_component,2,C:\Bldr\bldr_system_launcher.py;C:\Bldr\system_launcher\component_manager.py,C:\Bldr\system_launcher\component_manager.py,Pending,Suggested automatically based on recency and completeness
start_neo4j,2,C:\Bldr\ARCHIVE\clean_start_training.py;C:\Bldr\bldr_system_launcher.py,C:\Bldr\bldr_system_launcher.py,Pending,Suggested automatically based on recency and completeness
start_backend,2,C:\Bldr\ARCHIVE\start_all_services.py;C:\Bldr\bldr_system_launcher.py,C:\Bldr\bldr_system_launcher.py,Pending,Suggested automatically based on recency and completeness
start_frontend,2,C:\Bldr\ARCHIVE\start_all_services.py;C:\Bldr\bldr_system_launcher.py,C:\Bldr\bldr_system_launcher.py,Pending,Suggested automatically based on recency and completeness
start_all_components,2,C:\Bldr\bldr_system_launcher.py;C:\Bldr\system_launcher\component_manager.py,C:\Bldr\system_launcher\component_manager.py,Pending,Suggested automatically based on recency and completeness
stop_all_components,2,C:\Bldr\bldr_system_launcher.py;C:\Bldr\system_launcher\component_manager.py,C:\Bldr\system_launcher\component_manager.py,Pending,Suggested automatically based on recency and completeness
run,2,C:\Bldr\bldr_system_launcher.py;C:\Bldr\system_launcher\gui_launcher.py,C:\Bldr\system_launcher\gui_launcher.py,Pending,Suggested automatically based on recency and completeness
restart_neo4j,2,C:\Bldr\emergency_full_reset.py;C:\Bldr\recovery_script.py,C:\Bldr\emergency_full_reset.py,Pending,Suggested automatically based on recency and completeness
_has_technical_terms,2,C:\Bldr\enhanced_structure_extractor.py;C:\Bldr\integrated_structure_chunking_system.py,C:\Bldr\integrated_structure_chunking_system.py,Pending,Suggested automatically based on recency and completeness
_determine_list_level,2,C:\Bldr\enhanced_structure_extractor.py;C:\Bldr\integrated_structure_chunking_system.py,C:\Bldr\integrated_structure_chunking_system.py,Pending,Suggested automatically based on recency and completeness
_calculate_technical_density,2,C:\Bldr\enhanced_structure_extractor.py;C:\Bldr\integrated_structure_chunking_system.py,C:\Bldr\integrated_structure_chunking_system.py,Pending,Suggested automatically based on recency and completeness
setup_logging,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
log_document,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
log_error,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
log_cache_hit,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
log_cache_miss,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_load_cache_index,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_save_cache_index,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_get_cache_key,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
get,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
set,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_remove_cache_entry,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_cleanup_if_needed,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
calculate_priority,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
sort_files,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_quick_doc_type_detection,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
create_hierarchical_chunks,2,C:\Bldr\enterprise_rag_trainer_full.py;C:\Bldr\recursive_hierarchical_chunker.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_init_sbert_model,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_init_databases,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_process_single_file,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_stage_0_smart_file_scanning_and_preprocessing,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_is_valid_file,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_ntd_preprocessing,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_get_file_priority,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_calculate_file_hash,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_clean_text,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_regex_type_detection,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_sbert_type_detection,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_combine_type_detection,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_enhance_norms_structure,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_enhance_ppr_structure,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_enhance_smeta_structure,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_stage6_regex_to_sbert,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_norms_seeds,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_ppr_seeds,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_smeta_seeds,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_generic_seeds,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_filter_seed_works,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_stage7_sbert_markup,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_sbert_markup_fallback,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_analyze_work_dependencies,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_build_work_graph,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_validate_works_with_sbert,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_enhance_structure_with_sbert,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_from_sections,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_from_tables,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_norms_metadata,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_smeta_metadata,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_extract_ppr_metadata,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_calculate_metadata_quality,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_process_norms_specific,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_process_ppr_specific,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_process_smeta_specific,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_process_generic_specific,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_estimate_work_cost,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_save_sequences_to_neo4j,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_create_fallback_chunks,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_generate_chunk_embeddings,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_save_chunks_to_json,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_update_processed_files,2,C:\Bldr\ARCHIVE\fixed_enhanced_bldr_rag_trainer.py;C:\Bldr\enterprise_rag_trainer_full.py,C:\Bldr\enterprise_rag_trainer_full.py,Pending,Suggested automatically based on recency and completeness
_update_stats,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\master_tools_system.py;C:\Bldr\file_organizer.py,C:\Bldr\file_organizer.py,Pending,Suggested automatically based on recency and completeness
_count_technical_terms,2,C:\Bldr\integrated_structure_chunking_system.py;C:\Bldr\recursive_hierarchical_chunker.py,C:\Bldr\integrated_structure_chunking_system.py,Pending,Suggested automatically based on recency and completeness
_format_table_content,2,C:\Bldr\integrated_structure_chunking_system.py;C:\Bldr\recursive_hierarchical_chunker.py,C:\Bldr\integrated_structure_chunking_system.py,Pending,Suggested automatically based on recency and completeness
_format_list_content,2,C:\Bldr\integrated_structure_chunking_system.py;C:\Bldr\recursive_hierarchical_chunker.py,C:\Bldr\integrated_structure_chunking_system.py,Pending,Suggested automatically based on recency and completeness
_calculate_chunk_quality,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\integrated_structure_chunking_system.py,C:\Bldr\integrated_structure_chunking_system.py,Pending,Suggested automatically based on recency and completeness
run_server,2,C:\Bldr\backend\main.py;C:\Bldr\main.py,C:\Bldr\main.py,Pending,Suggested automatically based on recency and completeness
_get_file_hash,2,C:\Bldr\ARCHIVE\enhanced_bldr_rag_trainer_part2.py;C:\Bldr\monster_rag_trainer_full_power.py,C:\Bldr\monster_rag_trainer_full_power.py,Pending,Suggested automatically based on recency and completeness
acquire_lock,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enterprise_rag_trainer_safe.py;C:\Bldr\rag_training_lock.py,C:\Bldr\rag_training_lock.py,Pending,Suggested automatically based on recency and completeness
release_lock,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enterprise_rag_trainer_safe.py;C:\Bldr\rag_training_lock.py,C:\Bldr\rag_training_lock.py,Pending,Suggested automatically based on recency and completeness
__enter__,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enterprise_rag_trainer_safe.py;C:\Bldr\rag_training_lock.py,C:\Bldr\rag_training_lock.py,Pending,Suggested automatically based on recency and completeness
__exit__,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enterprise_rag_trainer_safe.py;C:\Bldr\rag_training_lock.py,C:\Bldr\rag_training_lock.py,Pending,Suggested automatically based on recency and completeness
extract_works_candidates,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\regex_patterns.py,C:\Bldr\regex_patterns.py,Pending,Suggested automatically based on recency and completeness
extract_materials_from_rubern_tables,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\regex_patterns.py,C:\Bldr\regex_patterns.py,Pending,Suggested automatically based on recency and completeness
extract_finances_from_rubern_paragraphs,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\regex_patterns.py,C:\Bldr\regex_patterns.py,Pending,Suggested automatically based on recency and completeness
light_rubern_scan,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\regex_patterns.py,C:\Bldr\regex_patterns.py,Pending,Suggested automatically based on recency and completeness
detect_document_type_with_symbiosis,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\regex_patterns.py,C:\Bldr\regex_patterns.py,Pending,Suggested automatically based on recency and completeness
process_document_api_compatible,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
get_document_structure_api,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
get_document_chunks_api,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
process_document_for_frontend,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_process_with_intelligent_system,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_split_large_section,2,C:\Bldr\ARCHIVE\backup_before_cleanup_2025-09-21_21-21-24\enhanced_bldr_rag_trainer.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_adapt_for_frontend_api,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_format_sections_for_navigation,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_format_chunks_for_rag,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_format_tables_for_frontend,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_extract_chunk_keywords,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_calculate_chunk_importance,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_generate_document_id,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
process_single_document,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
get_chunks_for_rag,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
_simplified_training,2,C:\Bldr\ARCHIVE\frontend_compatible_rag_integration.py;C:\Bldr\working_frontend_rag_integration.py,C:\Bldr\working_frontend_rag_integration.py,Pending,Suggested automatically based on recency and completeness
check_api_status,2,C:\Bldr\ARCHIVE\check_status.py;C:\Bldr\ARCHIVE\check_training_status.py,C:\Bldr\ARCHIVE\check_status.py,Pending,Suggested automatically based on recency and completeness
log_result,2,C:\Bldr\ARCHIVE\e2e_test_extended_timeouts.py;C:\Bldr\ARCHIVE\final_e2e_test.py,C:\Bldr\ARCHIVE\e2e_test_extended_timeouts.py,Pending,Suggested automatically based on recency and completeness
